LVV Plateau Nord - Base de données Comptages;;;;;;Idéalement tranches de 15';;;;;;
JJ/MM/AAAA;Liste;Provenance/Destination;Sud/Nord/Montant...;H/F/Mixte/Enfant;Vélo/Cargos/EDPM;HH:MM;HH:MM;/!\ Bien indiquer 0 si personne;;Nom Prénom;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;08:15:00;08:30:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;08:15:00;08:30:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;08:30:00;08:45:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;08:30:00;08:45:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;08:30:00;08:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;08:30:00;08:45:00;3;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;08:30:00;08:45:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;08:30:00;08:45:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;08:30:00;08:45:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Vélo;08:45:00;09:00:00;6;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Masculin;Trotinette/EDPM;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Vélo;08:45:00;09:00:00;5;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Caluire;Enfant seul;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Vélo;08:45:00;09:00:00;6;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Masculin;Trotinette/EDPM;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Lyon;Enfant seul;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Vélo;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Masculin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Vélo;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de l'Oratoire;Enfant seul;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Masculin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Vélo;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;2;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Baudrand;Enfant seul;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Vélo;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Cargo/Longtail/Remorque;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Masculin;Trotinette/EDPM;08:45:00;09:00:00;1;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Cargo/Longtail/Remorque;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Féminin;Trotinette/EDPM;08:45:00;09:00:00;0;;Elisabeth KERN;;
10/06/25;Margnolles / Oratoire;Margnolles;Venant de Pasteur;Enfant seul;Vélo;08:45:00;09:00:00;0;;Elisabeth KERN;;
14/06/2022;Maison de la Voie Verte;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;374;Reprise ancien fichier;;;
11/06/2024;Maison de la Voie Verte;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;382;Reprise ancien fichier;;;
14/06/2022;Margnolles / Oratoire;Margnolles;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;65;Reprise ancien fichier;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
